,data_name,stage,model,score,data_f1_mean,data_f1_stde,kb_f1_mean,kb_f1_stde,bal_f1_mean,bal_f1_stde
83,ecoli,ABL2_refine,GNN,integrated,0.3645888600204573,0.019172895224756653,0.6190310737735208,0.02624316379053826,0.4415153337967199,0.014069385390660244
84,ecoli,init,MLP,neural,0.2921397930252485,0.009570822148259356,0.21507207668166653,0.006660057092197802,0.24493936436255576,0.007739454420374756
85,ecoli,data_only,MLP,neural,0.3311779881690532,0.00041032138679056307,0.33710111477489424,0.0008958234286083611,0.3341483400437715,0.0005982833526309017
86,ecoli,ABL1_refl,MLP,neural,0.38719114375619607,0.0008564773836174933,0.3707540947770517,0.0005840420945043279,0.378622886934159,0.00018183964876464231
87,ecoli,ABL1_refine,MLP,neural,0.38719114375619607,0.0008564773836174933,0.3836353027346908,0.006744317937298544,0.3851199629770847,0.003221381882120289
88,ecoli,ABL2_refl,MLP,neural,0.3812174662171872,0.0028807589870975536,0.40254645433156344,0.0019688818930065355,0.3907794229279779,0.0017873016394923114
89,ecoli,ABL2_refine,MLP,neural,0.3812174662171872,0.0028807589870975536,0.4045106069211998,0.0037746697038806287,0.3916863413296087,0.0011615581546858267
90,ecoli,init,MLP,integrated,0.30381148538895814,0.0077685483378129305,0.26875007653632355,0.006211774722913593,0.2846733911867104,0.006886865349425619
91,ecoli,data_only,MLP,integrated,0.36100326088082113,0.00041477660804511984,0.5257490856760083,0.001396475511546147,0.42067023392847713,0.00038425173017409
92,ecoli,ABL1_refl,MLP,integrated,0.36157666299567476,0.0008613101265367851,0.527366864339271,0.00312720313580811,0.4215893335504366,0.0008808748111753528
93,ecoli,ABL1_refine,MLP,integrated,0.3511123724881038,0.003905192674029029,0.5973994646445768,0.007544874707263394,0.4272338776224751,0.004075887798304589
94,ecoli,ABL2_refl,MLP,integrated,0.3510881369354367,0.00420756628629787,0.5973638877259559,0.007717407834248513,0.4279429959232772,0.004240444117394909
95,ecoli,ABL2_refine,MLP,integrated,0.3499712097773221,0.0036962836415147804,0.6007576960417731,0.004653847702841718,0.42769878000188477,0.0038309521013489833
